-2.0000004054918414,-1.0,-1.4349440901129712e-06,0.0
-1.9999988984867658,-1.0,0.18692966739577788,0.0
-1.9813063136475182,-1.0,0.10725874022262179,0.0
-1.9705802608837202,-1.0,0.04761551377742332,0.0
-1.9658277005533547,-1.0,0.012817741621382592,0.0
-1.9645158941576033,-1.0,0.0008726209115946916,0.0
-1.964411314625349,-1.0,-0.000927896989322432,0.0
-1.9645024037511472,-1.0,-0.0006238916168532694,0.0
-1.964568070022212,-1.0,-0.00042056810554768974,0.0
-1.9645949237487175,-1.0,-0.00031750655713743895,0.0
-1.9646060445457312,-1.0,-6.015984152242489e-05,0.0
-1.9646100698733386,-1.0,-8.401094321662422e-05,0.0
-1.9646060950606574,-1.0,0.00020160936299789186,0.0
-1.9645857459985858,-1.0,0.0007952755109910488,0.0
-1.9645042622722664,-1.0,0.002347222036144426,0.0
-1.9642457300310083,-1.0,0.007022014458575053,0.0
-1.9635532968447438,-1.0,0.009508277616030217,0.0
-1.9626028277745649,-1.0,-0.024855917582332788,0.0
-1.965077490641937,-1.0,-0.20834857494256134,0.0
-1.9859157978819046,-1.0,-0.2638894721119218,0.0
