[[ 7.9845  5.6334  2.8569 -1.4913 -0.7701 -0.1888  0.      0.      0.    ]],[[ 5.6334  4.3733  2.4774 -1.107  -0.3859  0.0735  0.      0.      0.    ]],[[ 2.8569  2.4774  1.5967 -1.1306 -0.4594 -0.      0.      0.      0.    ]],[[-1.4913 -1.107  -1.1306  7.427   5.0175  2.2989  0.      0.      0.    ]],[[-0.7701 -0.3859 -0.4594  5.0175  3.6079  1.804   0.      0.      0.    ]],[[-0.1888  0.0735 -0.      2.2989  1.804   1.      0.      0.      0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[712.0222 483.4234 216.0351   6.9314   6.3878   4.0496]],[[483.4234 360.0228 174.3937  37.9342  37.3906  24.9568]],[[216.0351 174.3937 103.7096  30.0955  12.4338   0.    ]],[[  6.9314  37.9342  30.0955 711.8446 482.2928 216.2602]],[[  6.3878  37.3906  12.4338 482.2928 352.741  176.3705]],[[  4.0496  24.9568   0.     216.2602 176.3705 100.    ]]
[[9. 6. 3. 0. 0. 0. 0. 0. 0.]],[[ 6.  4.  2. -0. -0. -0.  0.  0.  0.]],[[3. 2. 1. 0. 0. 0. 0. 0. 0.]],[[ 0. -0.  0.  9.  6.  3.  0.  0.  0.]],[[ 0. -0.  0.  6.  4.  2.  0.  0.  0.]],[[ 0. -0.  0.  3.  2.  1.  0.  0.  0.]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[9.8094 5.4069 5.1694 0.0188 0.0107 0.0037 0.     0.     0.    ]],[[5.4069 4.4348 0.4103 0.0284 0.0203 0.0113 0.     0.     0.    ]],[[5.1694 0.4103 6.8144 0.0208 0.0089 0.     0.     0.     0.    ]],[[0.0188 0.0284 0.0208 9.     6.     3.     0.     0.     0.    ]],[[0.0107 0.0203 0.0089 6.     4.     2.     0.     0.     0.    ]],[[0.0037 0.0113 0.     3.     2.     1.     0.     0.     0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 9.3107  6.7287  4.2159 -1.1596 -0.8676 -0.2212  0.      0.      0.    ]],[[ 6.7287  5.2757  3.7747 -1.2916 -0.9997 -0.192   0.      0.      0.    ]],[[ 4.2159  3.7747  3.4099 -0.9339 -0.8077  0.      0.      0.      0.    ]],[[-1.1596 -1.2916 -0.9339  8.4883  5.5981  2.8507  0.      0.      0.    ]],[[-0.8676 -0.9997 -0.8077  5.5981  3.708   1.854   0.      0.      0.    ]],[[-0.2212 -0.192   0.      2.8507  1.854   1.      0.      0.      0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 8.8721  6.6372  3.8717 -0.931  -0.6543 -0.057   0.      0.      0.    ]],[[ 6.6372  6.0397  4.0001 -1.0754 -0.7987  0.1579  0.      0.      0.    ]],[[ 3.8717  4.0001  3.0154 -1.3387 -0.9566 -0.      0.      0.      0.    ]],[[-0.931  -1.0754 -1.3387  8.1901  5.334   2.702   0.      0.      0.    ]],[[-0.6543 -0.7987 -0.9566  5.334   3.4778  1.7389  0.      0.      0.    ]],[[-0.057   0.1579 -0.      2.702   1.7389  1.      0.      0.      0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 8.4399  6.3969  3.3746 -0.693  -0.416   0.0783  0.      0.      0.    ]],[[ 6.3969  6.6876  3.6987 -0.5442 -0.2672  0.6354  0.      0.      0.    ]],[[ 3.3746  3.6987  2.4071 -1.4748 -0.9026 -0.      0.      0.      0.    ]],[[-0.693  -0.5442 -1.4748  7.9205  5.1091  2.5248  0.      0.      0.    ]],[[-0.416  -0.2672 -0.9026  5.1091  3.2978  1.6489  0.      0.      0.    ]],[[ 0.0783  0.6354 -0.      2.5248  1.6489  1.      0.      0.      0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 8.1612  6.2605  2.937  -0.6698 -0.3153  0.1285  0.      0.      0.    ]],[[6.2605 7.3801 3.1015 0.0563 0.4108 1.0843 0.     0.     0.    ]],[[ 2.937   3.1015  1.7395 -1.2517 -0.6735  0.      0.      0.      0.    ]],[[-0.6698  0.0563 -1.2517  7.6976  4.9706  2.362   0.      0.      0.    ]],[[-0.3153  0.4108 -0.6735  4.9706  3.2436  1.6218  0.      0.      0.    ]],[[0.1285 1.0843 0.     2.362  1.6218 1.     0.     0.     0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 8.0159  6.3024  2.5274 -0.9646 -0.4055  0.0907  0.      0.      0.    ]],[[6.3024 8.4922 2.3401 0.636  1.1951 1.4901 0.     0.     0.    ]],[[ 2.5274  2.3401  1.1554 -0.6187 -0.2949  0.      0.      0.      0.    ]],[[-0.9646  0.636  -0.6187  7.4543  4.8908  2.2342  0.      0.      0.    ]],[[-0.4055  1.1951 -0.2949  4.8908  3.3272  1.6636  0.      0.      0.    ]],[[0.0907 1.4901 0.     2.2342 1.6636 1.     0.     0.     0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 8.1015  6.231   2.0148 -1.9267 -0.9443 -0.1789  0.      0.      0.    ]],[[6.231  8.717  1.523  0.6216 1.6039 1.5104 0.     0.     0.    ]],[[2.0148 1.523  1.0219 0.2299 0.0936 0.     0.     0.     0.    ]],[[-1.9267  0.6216  0.2299  7.0889  4.8186  2.1611  0.      0.      0.    ]],[[-0.9443  1.6039  0.0936  4.8186  3.5483  1.7741  0.      0.      0.    ]],[[-0.1789  1.5104  0.      2.1611  1.7741  1.      0.      0.      0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 7.4287  5.5269  2.5676 -1.9015 -0.9551 -0.3045  0.      0.      0.    ]],[[ 5.5269  4.9612  2.3961 -0.8823  0.0641  0.2588  0.      0.      0.    ]],[[ 2.5676  2.3961  1.2201 -0.6506 -0.1947  0.      0.      0.      0.    ]],[[-1.9015 -0.8823 -0.6506  6.5258  4.6727  2.1453  0.      0.      0.    ]],[[-0.9551  0.0641 -0.1947  4.6727  3.8196  1.9098  0.      0.      0.    ]],[[-0.3045  0.2588  0.      2.1453  1.9098  1.      0.      0.      0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[616.2228 447.3956 196.843  -39.077  -24.5849 -10.0528]],[[447.3956 399.0921 179.9754  44.5605  59.0527  34.8512]],[[196.843  179.9754 136.4537  84.0465  24.2015   0.    ]],[[-39.077   44.5605  84.0465 613.4492 448.3394 204.8596]],[[-24.5849  59.0527  24.2015 448.3394 383.2296 191.6148]],[[-10.0528  34.8512   0.     204.8596 191.6148 100.    ]]
[[9. 6. 3. 0. 0. 0. 0. 0. 0.]],[[ 6.  4.  2. -0. -0. -0.  0.  0.  0.]],[[3. 2. 1. 0. 0. 0. 0. 0. 0.]],[[ 0. -0.  0.  9.  6.  3.  0.  0.  0.]],[[ 0. -0.  0.  6.  4.  2.  0.  0.  0.]],[[ 0. -0.  0.  3.  2.  1.  0.  0.  0.]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[9.9667 4.3194 6.0585 0.0193 0.0111 0.004  0.     0.     0.    ]],[[ 4.3194  6.9218 -3.3169  0.0339  0.0256  0.0156  0.      0.      0.    ]],[[ 6.0585 -3.3169 10.6761  0.0235  0.0101  0.      0.      0.      0.    ]],[[0.0193 0.0339 0.0235 9.     6.     3.     0.     0.     0.    ]],[[0.0111 0.0256 0.0101 6.     4.     2.     0.     0.     0.    ]],[[0.004  0.0156 0.     3.     2.     1.     0.     0.     0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
[[ 8.6849  6.5521  4.1532 -0.8538 -0.7544 -0.0646  0.      0.      0.    ]],[[ 6.5521  5.8554  4.2121 -1.2803 -1.1809 -0.0393  0.      0.      0.    ]],[[ 4.1532  4.2121  3.572  -1.2033 -1.1417  0.      0.      0.      0.    ]],[[-0.8538 -1.2803 -1.2033  7.8614  5.133   2.7016  0.      0.      0.    ]],[[-0.7544 -1.1809 -1.1417  5.133   3.4046  1.7023  0.      0.      0.    ]],[[-0.0646 -0.0393  0.      2.7016  1.7023  1.      0.      0.      0.    ]],[[0.  0.  0.  0.  0.  0.  0.1 0.  0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.1 0. ]],[[0.  0.  0.  0.  0.  0.  0.  0.  0.1]]
