[ 3.2137  2.0109 -6.3551 -3.1668 -0.1099 -0.0272],[ 2.0109  1.2583 -3.9767 -1.9816 -0.0688 -0.017 ],[-6.3551 -3.9767 12.5675  6.2626  0.2173  0.0539],[-3.1668 -1.9816  6.2626  3.1207  0.1083  0.0268],[-0.1099 -0.0688  0.2173  0.1083  0.0038  0.0009],[-0.0272 -0.017   0.0539  0.0268  0.0009  0.0002]
[ 2.5461  1.2934 -5.4068 -2.6888 -0.0117 -0.0046],[ 1.2934  0.657  -2.7465 -1.3658 -0.0059 -0.0024],[-5.4068 -2.7465 11.4815  5.7097  0.0248  0.0099],[-2.6888 -1.3658  5.7097  2.8394  0.0123  0.0049],[-0.0117 -0.0059  0.0248  0.0123  0.0001  0.    ],[-0.0046 -0.0024  0.0099  0.0049  0.      0.    ]
[ 1.9442  1.0172 -4.4209 -2.2063  0.1033  0.0263],[ 1.0172  0.5322 -2.313  -1.1543  0.054   0.0138],[-4.4209 -2.313  10.053   5.017  -0.2349 -0.0598],[-2.2063 -1.1543  5.017   2.5037 -0.1172 -0.0299],[ 0.1033  0.054  -0.2349 -0.1172  0.0055  0.0014],[ 0.0263  0.0138 -0.0598 -0.0299  0.0014  0.0004]
[ 1.395   0.3551 -3.9006 -1.9299  0.0743  0.0191],[ 0.3551  0.0904 -0.9929 -0.4912  0.0189  0.0049],[-3.9006 -0.9929 10.9068  5.3962 -0.2078 -0.0534],[-1.9299 -0.4912  5.3962  2.6698 -0.1028 -0.0264],[ 0.0743  0.0189 -0.2078 -0.1028  0.004   0.001 ],[ 0.0191  0.0049 -0.0534 -0.0264  0.001   0.0003]
[ 0.9156  0.1092 -3.0852 -1.5585  0.0453  0.0111],[ 0.1092  0.013  -0.368  -0.1859  0.0054  0.0013],[-3.0852 -0.368  10.3958  5.2516 -0.1527 -0.0373],[-1.5585 -0.1859  5.2516  2.6529 -0.0772 -0.0188],[ 0.0453  0.0054 -0.1527 -0.0772  0.0022  0.0005],[ 0.0111  0.0013 -0.0373 -0.0188  0.0005  0.0001]
[ 0.5458  0.139  -2.3169 -1.1855  0.0271  0.0068],[ 0.139   0.0354 -0.59   -0.3019  0.0069  0.0017],[-2.3169 -0.59    9.8346  5.0319 -0.115  -0.0287],[-1.1855 -0.3019  5.0319  2.5746 -0.0588 -0.0147],[ 0.0271  0.0069 -0.115  -0.0588  0.0013  0.0003],[ 0.0068  0.0017 -0.0287 -0.0147  0.0003  0.0001]
[ 0.275   0.1474 -1.645  -0.8341  0.0008  0.0069],[ 0.1474  0.079  -0.8819 -0.4472  0.0004  0.0037],[-1.645  -0.8819  9.8414  4.9904 -0.0048 -0.0412],[-0.8341 -0.4472  4.9904  2.5305 -0.0024 -0.0209],[ 0.0008  0.0004 -0.0048 -0.0024  0.      0.    ],[ 0.0069  0.0037 -0.0412 -0.0209  0.      0.0002]
[933.1488 479.3852  -0.4316  -0.128 ],[479.3852 246.2739  -0.2217  -0.0658],[-0.4316 -0.2217  0.0002  0.0001],[-0.128  -0.0658  0.0001  0.    ]
[ 4.      2.      0.      0.     -0.2777 -0.0936],[ 2.      1.      0.      0.     -0.1389 -0.0468],[ 0.  0.  0.  0. -0. -0.],[ 0.  0.  0.  0. -0. -0.],[-0.2777 -0.1389 -0.     -0.      0.0193  0.0065],[-0.0936 -0.0468 -0.     -0.      0.0065  0.0022]
[ 4.      2.     -7.602  -3.801  -0.2307 -0.056 ],[ 2.      1.     -3.801  -1.9005 -0.1154 -0.028 ],[-7.602  -3.801  14.4477  7.2239  0.4385  0.1064],[-3.801  -1.9005  7.2239  3.6119  0.2192  0.0532],[-0.2307 -0.1154  0.4385  0.2192  0.0133  0.0032],[-0.056  -0.028   0.1064  0.0532  0.0032  0.0008]
[ 3.2127  2.0153 -6.3522 -3.1655 -0.1076 -0.0266],[ 2.0153  1.2642 -3.9847 -1.9857 -0.0675 -0.0167],[-6.3522 -3.9847 12.5598  6.2589  0.2127  0.0527],[-3.1655 -1.9857  6.2589  3.119   0.106   0.0262],[-0.1076 -0.0675  0.2127  0.106   0.0036  0.0009],[-0.0266 -0.0167  0.0527  0.0262  0.0009  0.0002]
[ 2.5453  1.3032 -5.4083 -2.6892 -0.0085 -0.0038],[ 1.3032  0.6672 -2.769  -1.3768 -0.0044 -0.0019],[-5.4083 -2.769  11.4919  5.7141  0.0181  0.008 ],[-2.6892 -1.3768  5.7141  2.8412  0.009   0.004 ],[-0.0085 -0.0044  0.0181  0.009   0.      0.    ],[-0.0038 -0.0019  0.008   0.004   0.      0.    ]
[ 1.944   1.     -4.4559 -2.2247  0.0952  0.0241],[ 1.      0.5144 -2.2922 -1.1445  0.049   0.0124],[-4.4559 -2.2922 10.2135  5.0994 -0.2181 -0.0552],[-2.2247 -1.1445  5.0994  2.5461 -0.1089 -0.0276],[ 0.0952  0.049  -0.2181 -0.1089  0.0047  0.0012],[ 0.0241  0.0124 -0.0552 -0.0276  0.0012  0.0003]
[ 1.3947  0.3844 -3.8892 -1.925   0.074   0.019 ],[ 0.3844  0.1059 -1.0718 -0.5305  0.0204  0.0052],[-3.8892 -1.0718 10.8452  5.368  -0.2064 -0.0531],[-1.925  -0.5305  5.368   2.657  -0.1022 -0.0263],[ 0.074   0.0204 -0.2064 -0.1022  0.0039  0.001 ],[ 0.019   0.0052 -0.0531 -0.0263  0.001   0.0003]
[ 0.9167  0.1183 -3.086  -1.5565  0.0458  0.0113],[ 0.1183  0.0153 -0.3982 -0.2008  0.0059  0.0015],[-3.086  -0.3982 10.3892  5.2399 -0.1541 -0.038 ],[-1.5565 -0.2008  5.2399  2.6428 -0.0777 -0.0192],[ 0.0458  0.0059 -0.1541 -0.0777  0.0023  0.0006],[ 0.0113  0.0015 -0.038  -0.0192  0.0006  0.0001]
[ 0.5466  0.1381 -2.3206 -1.1855  0.0268  0.0067],[ 0.1381  0.0349 -0.5864 -0.2995  0.0068  0.0017],[-2.3206 -0.5864  9.8524  5.033  -0.1137 -0.0284],[-1.1855 -0.2995  5.033   2.5711 -0.0581 -0.0145],[ 0.0268  0.0068 -0.1137 -0.0581  0.0013  0.0003],[ 0.0067  0.0017 -0.0284 -0.0145  0.0003  0.0001]
[ 0.2752  0.1431 -1.6469 -0.8343  0.0004  0.0067],[ 0.1431  0.0745 -0.8566 -0.4339  0.0002  0.0035],[-1.6469 -0.8566  9.8556  4.9927 -0.0023 -0.0403],[-0.8343 -0.4339  4.9927  2.5292 -0.0012 -0.0204],[ 0.0004  0.0002 -0.0023 -0.0012  0.      0.    ],[ 0.0067  0.0035 -0.0403 -0.0204  0.      0.0002]
[933.604  478.1139  -0.3445  -0.1143],[478.1139 244.8499  -0.1764  -0.0585],[-0.3445 -0.1764  0.0001  0.    ],[-0.1143 -0.0585  0.      0.    ]
