[2. 1. 0. 0. 0. 0.],[ 1. -0. -0. -0.  0.  0.],[ 0. -0.  4.  2.  0.  0.],[ 0. -0.  2.  1.  0.  0.],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2. 1. 0. 0. 0. 0.],[ 1.      0.3418 -0.      0.      0.      0.    ],[ 0. -0.  4.  2.  0.  0.],[0. 0. 2. 1. 0. 0.],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.1684 1.1849 0.     0.     0.     0.    ],[ 1.1849 -0.548  -0.4003 -0.2397  0.      0.    ],[ 0.     -0.4003  3.9498  1.9749  0.      0.    ],[ 0.     -0.2397  1.9749  1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.3245 1.2375 0.     0.     0.     0.    ],[ 1.2375  0.3711 -0.3226 -0.335   0.      0.    ],[ 0.     -0.3226  3.9644  1.9822  0.      0.    ],[ 0.     -0.335   1.9822  1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.4632 1.233  0.     0.     0.     0.    ],[ 1.233   1.1261 -0.0063 -0.008   0.      0.    ],[ 0.     -0.0063  4.      2.      0.      0.    ],[ 0.    -0.008  2.     1.     0.     0.   ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.5471 1.2014 0.     0.     0.     0.    ],[ 1.2014 -0.1111  0.3979  0.3373  0.      0.    ],[0.     0.3979 3.9411 1.9705 0.     0.    ],[0.     0.3373 1.9705 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.613  1.2198 0.     0.     0.     0.    ],[ 1.2198 -0.3471  0.5776  0.2624  0.      0.    ],[0.     0.5776 3.8731 1.9366 0.     0.    ],[0.     0.2624 1.9366 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.6866 1.2791 0.     0.     0.     0.    ],[1.2791 0.112  0.544  0.0554 0.     0.    ],[0.     0.544  3.8834 1.9417 0.     0.    ],[0.     0.0554 1.9417 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.7625 1.3529 0.     0.     0.     0.    ],[ 1.3529  0.7868  0.3412 -0.0488  0.      0.    ],[0.     0.3412 3.9542 1.9771 0.     0.    ],[ 0.     -0.0488  1.9771  1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[281.1909 140.5343   0.      -0.    ],[140.5343 159.073   -0.0001   0.8737],[  0.      -0.0001 399.9936 199.9968],[ -0.       0.8737 199.9968 100.    ]
[ 2.  1.  0. -0.  0.  0.],[ 1.  0. -0. -0.  0.  0.],[ 0. -0.  4.  2.  0.  0.],[-0. -0.  2.  1.  0.  0.],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2. 1. 0. 0. 0. 0.],[ 1.      0.0611  0.     -0.      0.      0.    ],[0. 0. 4. 2. 0. 0.],[ 0. -0.  2.  1.  0.  0.],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.1701 1.1733 0.     0.     0.     0.    ],[ 1.1733 -0.4977 -0.349  -0.2353  0.      0.    ],[ 0.     -0.349   3.9616  1.9808  0.      0.    ],[ 0.     -0.2353  1.9808  1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.3277 1.2174 0.     0.     0.     0.    ],[ 1.2174  0.5438 -0.2273 -0.2502  0.      0.    ],[ 0.     -0.2273  3.9821  1.991   0.      0.    ],[ 0.     -0.2502  1.991   1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.4588 1.2049 0.     0.     0.     0.    ],[1.2049 1.0494 0.1117 0.1413 0.     0.    ],[0.     0.1117 3.995  1.9975 0.     0.    ],[0.     0.1413 1.9975 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.5319 1.1727 0.     0.     0.     0.    ],[ 1.1727 -0.3395  0.5215  0.3704  0.      0.    ],[0.     0.5215 3.9027 1.9513 0.     0.    ],[0.     0.3704 1.9513 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.6062 1.21   0.     0.     0.     0.    ],[ 1.21   -0.3175  0.6274  0.2281  0.      0.    ],[0.     0.6274 3.8541 1.927  0.     0.    ],[0.     0.2281 1.927  1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.6883 1.281  0.     0.     0.     0.    ],[1.281  0.114  0.5363 0.0544 0.     0.    ],[0.     0.5363 3.8864 1.9432 0.     0.    ],[0.     0.0544 1.9432 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.7635 1.3541 0.     0.     0.     0.    ],[ 1.3541  0.7597  0.3307 -0.0454  0.      0.    ],[0.     0.3307 3.956  1.978  0.     0.    ],[ 0.     -0.0454  1.978   1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[281.186  140.5323   0.      -0.    ],[140.5323 122.9449   0.0001   0.7223],[  0.       0.0001 399.9937 199.9968],[ -0.       0.7223 199.9968 100.    ]
[2. 1. 0. 0. 0. 0.],[ 1.  0.  0. -0.  0.  0.],[0. 0. 4. 2. 0. 0.],[ 0. -0.  2.  1.  0.  0.],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2. 1. 0. 0. 0. 0.],[ 1.      0.0756  0.     -0.      0.      0.    ],[0. 0. 4. 2. 0. 0.],[ 0. -0.  2.  1.  0.  0.],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.1701 1.174  0.     0.     0.     0.    ],[ 1.174  -0.5012 -0.3517 -0.2355  0.      0.    ],[ 0.     -0.3517  3.961   1.9805  0.      0.    ],[ 0.     -0.2355  1.9805  1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.3275 1.2185 0.     0.     0.     0.    ],[ 1.2185  0.5008 -0.2329 -0.2532  0.      0.    ],[ 0.     -0.2329  3.9812  1.9906  0.      0.    ],[ 0.     -0.2532  1.9906  1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.4593 1.2077 0.     0.     0.     0.    ],[1.2077 0.913  0.1005 0.1231 0.     0.    ],[0.     0.1005 3.996  1.998  0.     0.    ],[0.     0.1231 1.998  1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.5363 1.1805 0.     0.     0.     0.    ],[ 1.1805 -0.3126  0.4889  0.3561  0.      0.    ],[0.     0.4889 3.9137 1.9569 0.     0.    ],[0.     0.3561 1.9569 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.6097 1.2148 0.     0.     0.     0.    ],[ 1.2148 -0.3259  0.6059  0.2281  0.      0.    ],[0.     0.6059 3.8635 1.9317 0.     0.    ],[0.     0.2281 1.9317 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.6902 1.2835 0.     0.     0.     0.    ],[1.2835 0.0965 0.5233 0.0576 0.     0.    ],[0.     0.5233 3.8918 1.9459 0.     0.    ],[0.     0.0576 1.9459 1.     0.     0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[2.7643 1.3552 0.     0.     0.     0.    ],[ 1.3552  0.7223  0.3223 -0.0403  0.      0.    ],[0.     0.3223 3.9583 1.9791 0.     0.    ],[ 0.     -0.0403  1.9791  1.      0.      0.    ],[0.  0.  0.  0.  0.1 0. ],[0.  0.  0.  0.  0.  0.1]
[281.186  140.5444   0.      -0.    ],[140.5444 128.4499   0.       0.5964],[  0.      0.    399.996 199.998],[ -0.       0.5964 199.998  100.    ]
